original_name,wikidata_id,aliases,relationships,brands,status,aliases_text,num_aliases,brands_text,num_brands,num_subsidiaries,num_parent_organizations,num_successors,num_predecessors,subsidiary_names,brand_names
Synergy Software,Q55948290,['Synergy Software'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Synergy Software,1,,0,0,0,0,0,,
SoftKey International,Q55948213,['Softkey International Inc.'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Softkey International Inc.,1,,0,0,0,0,0,,
Sharp Electronics,Q53227,"['Sharp', 'Sharp Electronics', 'Sharp corporation electronics', 'SHARP KABUSHIKI KAISHA (Sakai)', 'SHARP KABUSHIKI KAISHA', 'Sharp Corporation']","{'subsidiaries': ['Q7490345'], 'parent_organizations': ['Q463094'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Sharp Solar', 'Sakai Display Products']",found,Sharp|Sharp Electronics|Sharp corporation electronics|SHARP KABUSHIKI KAISHA (Sakai)|SHARP KABUSHIKI KAISHA|Sharp Corporation,6,Sharp Solar|Sakai Display Products,2,1,1,0,0,Sharp Solar,Sharp Solar|Sakai Display Products
Connectix,Q825991,"['Connectix Corporation', 'Connectix']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Connectix Corporation|Connectix,2,,0,0,0,0,0,,
MAGIX AG,Q19697831,"['Magix', 'Magix Software', 'MAGIX AG', 'MAGIX Software GmbH']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Magix|Magix Software|MAGIX AG|MAGIX Software GmbH,4,,0,0,0,0,0,,
Adtran,Q4651203,['Adtran'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Adtran,1,,0,0,0,0,0,,
AOC,Q643271,"['AOC', 'Admiral Overseas Corporation', 'AOC International']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,AOC|Admiral Overseas Corporation|AOC International,3,,0,0,0,0,0,,
Sierra Wireless,Q13529476,['Sierra Wireless'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Sierra Wireless,1,,0,0,0,0,0,,
StorageTek,Q1778063,['Storage Technology Corporation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Storage Technology Corporation,1,,0,0,0,0,0,,
General Electric Company,Q54173,"['GE', 'General Electric Company', 'General Electric Co.', 'General Electric']","{'subsidiaries': ['Q634056', 'Q18071191', 'Q17037530', 'Q2646219', 'Q31830', 'Q5513291', 'Q28970995', 'Q28970996', 'Q28970997', 'Q28970998', 'Q28970999', 'Q7429887', 'Q5513284', 'Q33527896', 'Q1152374', 'Q13974', 'Q58035402', 'Q30274046', 'Q28726647', 'Q1485061', 'Q28974077', 'Q109930208', 'Q5513251'], 'parent_organizations': [], 'successors': ['Q1485061', 'Q1152374', 'Q118957699'], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Allendale Square', ""America's Talking"", 'Dowty Rotol', 'GE Oil and Gas', 'National Broadcasting Company', 'GE Transportation', 'GE Wind Energy', 'Baker Hughes', 'GE Capital', 'GE HealthCare', 'GE Capital Aviation Services', 'GE Aerospace', 'GE Water', 'TMBThanachart Bank PCL.', 'British Broadcasting Company Limited', 'Trump International Hotel and Tower', 'Wabtec', 'Tungsram']",found,GE|General Electric Company|General Electric Co.|General Electric,4,Allendale Square|America's Talking|Dowty Rotol|GE Oil and Gas|National Broadcasting Company|GE Transportation|GE Wind Energy|Baker Hughes|GE Capital|GE HealthCare|GE Capital Aviation Services|GE Aerospace|GE Water|TMBThanachart Bank PCL.|British Broadcasting Company Limited|Trump International Hotel and Tower|Wabtec|Tungsram,18,23,0,3,0,GE Wind Energy|SABIC Innovative Plastics|GE Industrial|GE Consumer & Industrial|GE Energy|GE Lighting|GE Italia Holding|General Electric (Austria)|General Electric (Switzerland)|General Electric (Israel)|General Electric (Argentina)|ScanWind|GE Global Research|GE Global Research (Germany)|GE HealthCare|NBC|Radio Corporation of America|General Electric (New Zealand)|GE Aviation Czech|GE Aerospace|GE Power|General Electric Spain|GE Aerospace,Allendale Square|America's Talking|Dowty Rotol|GE Oil and Gas|National Broadcasting Company|GE Transportation|GE Wind Energy|Baker Hughes|GE Capital|GE HealthCare|GE Capital Aviation Services|GE Aerospace|GE Water|TMBThanachart Bank PCL.|British Broadcasting Company Limited|Trump International Hotel and Tower|Wabtec|Tungsram
Coby Electronics Corporation,Q5139048,"['Coby', 'Coby Electronics Corporation, USA', 'Coby Electronics Corporation']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Coby|Coby Electronics Corporation, USA|Coby Electronics Corporation",3,,0,0,0,0,0,,
Tops,Q967321,"['Topsoe A/S', 'Haldor Topsøe', 'Хальдор Топсе', 'Халдор Топсе', 'Topsoe']","{'subsidiaries': ['Q30285401'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Topsoe A/S|Haldor Topsøe|Хальдор Топсе|Халдор Топсе|Topsoe,5,,0,1,0,0,0,Topsoe Fuel Cell (Denmark),
SkillSoft,Q20136005,"['SmartForce', 'Skillsoft']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Mindleaders', 'Sumtotal Systems']",found,SmartForce|Skillsoft,2,Mindleaders|Sumtotal Systems,2,0,0,0,0,,Mindleaders|Sumtotal Systems
3Dconnexion,Q229377,['3Dconnexion'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,3Dconnexion,1,,0,0,0,0,0,,
Molex,Q1943468,"['Molex Incorporated', 'Molex']","{'subsidiaries': ['Q7917867'], 'parent_organizations': ['Q1496384'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Molex Incorporated|Molex,2,,0,1,1,0,0,Vectura Group,
3Dlabs,Q229401,['3Dlabs'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,3Dlabs,1,,0,0,0,0,0,,
"Datel, Inc",Q119660367,"['DATEL, Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"DATEL, Inc.",1,,0,0,0,0,0,,
Anixter,Q4765682,"['Anixter International', 'Anixter International, Inc.', 'Anixter']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Anixter International|Anixter International, Inc.|Anixter",3,,0,0,0,0,0,,
Enteractive,Q55864736,['Enteractive Distributing Co.'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Enteractive Distributing Co.,1,,0,0,0,0,0,,
Xelerate Software,Q55948827,['Xelerate Software Inc.'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Xelerate Software Inc.,1,,0,0,0,0,0,,
Belgacom,Q2005282,"['Belgacom', 'Belgacom Mobile', 'Proximus']","{'subsidiaries': ['Q2345207'], 'parent_organizations': ['Q566857'], 'successors': [], 'predecessors': [], 'replaces': ['Q100274018'], 'replaced_by': []}",[],found,Belgacom|Belgacom Mobile|Proximus,3,,0,1,1,0,0,Scarlet Belgium,
Cable and Wireless,Q1024869,"['C&W', 'Imperial and International Communications Ltd', 'Cable and Wireless Limited', 'Cable & Wireless']","{'subsidiaries': ['Q7118521', 'Q5895075', 'Q132830159'], 'parent_organizations': ['Q102709276'], 'successors': [], 'predecessors': [], 'replaces': ['Q106798065'], 'replaced_by': ['Q14507083', 'Q5015620']}",[],found,C&W|Imperial and International Communications Ltd|Cable and Wireless Limited|Cable & Wireless,4,,0,3,1,0,0,PCCW-HKT Telephone Limited|HKT|Unidata,
Burton Group,Q4785140,"['Burton Group plc', 'Arcadia Group']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': ['Q7329027'], 'replaces': [], 'replaced_by': []}",[],found,Burton Group plc|Arcadia Group,2,,0,0,0,0,1,,
RCA,Q202585,"['RCA', 'RCA Records Label', 'RCA Records, Inc.', 'RCA Records']","{'subsidiaries': ['Q72082281', 'Q107089885'], 'parent_organizations': ['Q56760250', 'Q56826329', 'Q770103', 'Q218038'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"RCA|RCA Records Label|RCA Records, Inc.|RCA Records",4,,0,2,4,0,0,RCA S.p.A.|Otto Dynamite,
hagenuk,Q1568565,['Hagenuk'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Hagenuk,1,,0,0,0,0,0,,
Ibas,Q5983762,['Ibas Ontrack'],"{'subsidiaries': [], 'parent_organizations': ['Q108143140'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Ibas Ontrack,1,,0,0,1,0,0,,
Roland Corporation,Q848490,"['Roland', 'Roland Corp.', 'Roland Corporation']","{'subsidiaries': ['Q584991'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Boss Corporation', 'V-Moda']",found,Roland|Roland Corp.|Roland Corporation,3,Boss Corporation|V-Moda,2,1,0,0,0,Boss Corporation,Boss Corporation|V-Moda
Edding AG,Q265354,['edding'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,edding,1,,0,0,0,0,0,,
Itron,Q5923178,['Itron'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Itron,1,,0,0,0,0,0,,
Orion Electronics Ltd,Q1225482,['Orion Electronics'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Orion Electronics,1,,0,0,0,0,0,,
Gitzo,Q135242659,['Gitzo'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gitzo,1,,0,0,0,0,0,,
3ware,Q4637024,['3ware'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,3ware,1,,0,0,0,0,0,,
LavaMind,Q55091126,"['LavaMind LLC', 'LavaMind']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,LavaMind LLC|LavaMind,2,,0,0,0,0,0,,
NZXT,Q11883860,['NZXT'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,NZXT,1,,0,0,0,0,0,,
"JohnsonDiversey, Inc",Q5283920,"['JohnsonDiversey, Inc.', 'Diversey, Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"JohnsonDiversey, Inc.|Diversey, Inc.",2,,0,0,0,0,0,,
"Panasas, Inc",Q7130061,"['VDURA', 'Panasas, Inc.', 'Panasas']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"VDURA|Panasas, Inc.|Panasas",3,,0,0,0,0,0,,
CSAV,Q183454,"['CSAV', 'Compañía Sud Americana de Vapores S.A.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,CSAV|Compañía Sud Americana de Vapores S.A.,2,,0,0,0,0,0,,
v-moda,Q16960587,['V-Moda'],"{'subsidiaries': [], 'parent_organizations': ['Q848490'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,V-Moda,1,,0,0,1,0,0,,
Gloria Jean's Coffees,Q2666365,"[""Gloria Jean's Coffees Holdings Pty Ltd"", ""Gloria Jean's Coffees""]","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gloria Jean's Coffees Holdings Pty Ltd|Gloria Jean's Coffees,2,,0,0,0,0,0,,
Animusic,Q428936,['Animusic'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Animusic,1,,0,0,0,0,0,,
Altia,Q2367199,"['Altia Plc', 'Altia Group Oy', 'Altia Oyj', 'Altia Abp', 'Altia']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': ['Q108180696']}",[],found,Altia Plc|Altia Group Oy|Altia Oyj|Altia Abp|Altia,5,,0,0,0,0,0,,
Concentrix,Q19647854,['Concentrix'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Concentrix,1,,0,0,0,0,0,,
Groupe Danone,Q107262654,"['BSN-Gervais Danone (Paris)', 'Ch. Gervais SA (Paris)', 'Compagnie Gervais-Danone SA (Paris)', 'Pommery (Paris)', 'Societe Boussois Souchon Neuvesel (BSN, Paris)', 'Souchon Neuvesel (Verreries) (Paris)', 'Danone SA', 'Groupe Danone', 'Verrerie Souchon-Neuvesel']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"BSN-Gervais Danone (Paris)|Ch. Gervais SA (Paris)|Compagnie Gervais-Danone SA (Paris)|Pommery (Paris)|Societe Boussois Souchon Neuvesel (BSN, Paris)|Souchon Neuvesel (Verreries) (Paris)|Danone SA|Groupe Danone|Verrerie Souchon-Neuvesel",9,,0,0,0,0,0,,
Hotpoint,Q3786975,"['Hotpoint Ariston', 'Hotpoint Electric Heating Company', 'Hotpoint']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Hotpoint Ariston|Hotpoint Electric Heating Company|Hotpoint,3,,0,0,0,0,0,,
CyberPatrol,Q55864540,['CyberPatrol'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,CyberPatrol,1,,0,0,0,0,0,,
Suzuki,Q181642,"['Suzuki Kabushiki-Kaisha', 'Suzuki Loom Works', 'スズキ株式会社', 'Suzuki Motor Corporation']","{'subsidiaries': ['Q963718', 'Q262381', 'Q11238181', 'Q7125385', 'Q96419442', 'Q28153885'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Magyar Suzuki', 'Maruti Suzuki', 'GM CAMI Assembly', 'Pak Suzuki Motors', 'Suzuki Indomobil Motor', 'IRD', 'Taiwan Suzuki Automobile Corp.']",found,Suzuki Kabushiki-Kaisha|Suzuki Loom Works|スズキ株式会社|Suzuki Motor Corporation,4,Magyar Suzuki|Maruti Suzuki|GM CAMI Assembly|Pak Suzuki Motors|Suzuki Indomobil Motor|IRD|Taiwan Suzuki Automobile Corp.,7,6,0,0,0,Maruti Suzuki|Magyar Suzuki|Suzuki Indomobil Motor|Pak Suzuki Motors|Suzuki Motor Gujarat|Suzuki Motorcycle India Limited,Magyar Suzuki|Maruti Suzuki|GM CAMI Assembly|Pak Suzuki Motors|Suzuki Indomobil Motor|IRD|Taiwan Suzuki Automobile Corp.
Amoi,Q843520,['Amoi'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Amoi,1,,0,0,0,0,0,,
Agent Provocateur,Q392755,['Agent Provocateur'],"{'subsidiaries': [], 'parent_organizations': ['Q229764'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Agent Provocateur,1,,0,0,1,0,0,,
Tommy Bahama,Q3531299,['Tommy Bahama'],"{'subsidiaries': [], 'parent_organizations': ['Q7115371'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Tommy Bahama,1,,0,0,1,0,0,,
Escada,Q600986,"['Escada', 'Escada SE']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Escada|Escada SE,2,,0,0,0,0,0,,
Nina Ricci,Q1439858,['Nina Ricci'],"{'subsidiaries': [], 'parent_organizations': ['Q3410623'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Nina Ricci,1,,0,0,1,0,0,,
Sergio Tacchini,Q114962981,"['Sergio Tacchini Operations', 'Sergio Tacchini International', 'Sergio Tacchini']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Sergio Tacchini Operations|Sergio Tacchini International|Sergio Tacchini,3,,0,0,0,0,0,,
Gianni Versace,Q696376,"['Gianni Versace', 'Gianni Versace S.p.A', 'VERSACE', 'Versace']","{'subsidiaries': [], 'parent_organizations': ['Q19572998'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Gianni Versace|Gianni Versace S.p.A|VERSACE|Versace,4,,0,0,1,0,0,,
Shiseido,Q728185,"['Shiseido Company, Limited', 'Shiseido Company', 'Kabushiki-gaisha Shiseidō', 'Shiseido Group', 'ZA COSMETICS', 'Shiseido']","{'subsidiaries': ['Q3869356', 'Q107412018', 'Q11290666', 'Q11635013'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Gurwitch Products'],found,"Shiseido Company, Limited|Shiseido Company|Kabushiki-gaisha Shiseidō|Shiseido Group|ZA COSMETICS|Shiseido",6,Gurwitch Products,1,4,0,0,0,"NARS Cosmetics|Shiseido Japan Co., Ltd.|FT SHISEIDO|Shiseido Parlour",Gurwitch Products
Giorgio Beverly Hills,Q17182903,['Giorgio Beverly Hills'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Giorgio Beverly Hills,1,,0,0,0,0,0,,
B&R,Q662982,['B&R'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,B&R,1,,0,0,0,0,0,,
"GenArts, Inc",Q5530841,"['GenArts, Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"GenArts, Inc.",1,,0,0,0,0,0,,
Best Service,Q108029316,['Best Service GmbH'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Best Service GmbH,1,,0,0,0,0,0,,
AMX,Q2868900,"['Atelier de Construction de Puteaux', 'Puteaux Construction Workshops', 'Atelier de Construction de Issy-les-Moulineaux', 'AMX', 'Issy-les-Moulineaux Construction Workshops']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Atelier de Construction de Puteaux|Puteaux Construction Workshops|Atelier de Construction de Issy-les-Moulineaux|AMX|Issy-les-Moulineaux Construction Workshops,5,,0,0,0,0,0,,
Magnex,Q6731699,['Magnex Scientific'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Magnex Scientific,1,,0,0,0,0,0,,
Britax,Q918086,['Britax'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Britax,1,,0,0,0,0,0,,
DaKine,Q1156352,"['DaKine', 'DAKINe', 'DAKINE', 'Dakine']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,DaKine|DAKINe|DAKINE|Dakine,4,,0,0,0,0,0,,
CBK,Q157617,"['Commerz- and Privat-Bank', 'Commerz- and Privatbank', 'CBKA', 'CZB', 'Commerz- and Disconto-Bank', 'CBK', 'Commerzbank Aktiengesellschaft', 'COBA', 'Commerzbank', 'COMMERZBANK Aktiengesellschaft', 'Commerzbank AG']","{'subsidiaries': ['Q1115422', 'Q1113764', 'Q1160928', 'Q37870112', 'Q1258529', 'Q107359726', 'Q117043738', 'Q290304'], 'parent_organizations': [], 'successors': [], 'predecessors': ['Q106766567'], 'replaces': [], 'replaced_by': []}","['Silberturm', 'ADIG', 'Hypothekenbank Frankfurt', 'comdirect bank Aktiengesellschaft', 'mBank', 'Stadioner Hof', 'Neugelb Studios GmbH']",found,Commerz- and Privat-Bank|Commerz- and Privatbank|CBKA|CZB|Commerz- and Disconto-Bank|CBK|Commerzbank Aktiengesellschaft|COBA|Commerzbank|COMMERZBANK Aktiengesellschaft|Commerzbank AG,11,Silberturm|ADIG|Hypothekenbank Frankfurt|comdirect bank Aktiengesellschaft|mBank|Stadioner Hof|Neugelb Studios GmbH,7,8,0,0,1,Commerz Real|comdirect bank Aktiengesellschaft|mBank|TB NP 33|Dresdner Bank|Rheinische Hypothekenbank|Neugelb Studios GmbH|ADIG,Silberturm|ADIG|Hypothekenbank Frankfurt|comdirect bank Aktiengesellschaft|mBank|Stadioner Hof|Neugelb Studios GmbH
Vortex Optics,Q7941920,['Vortex Optics'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Vortex Optics,1,,0,0,0,0,0,,
Tasco,Q18119051,"['TASCO', 'Taiwan Airport Service Co., Ltd.']","{'subsidiaries': [], 'parent_organizations': ['Q5099568', 'Q51756'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"TASCO|Taiwan Airport Service Co., Ltd.",2,,0,0,2,0,0,,
Welch's,Q7980538,"['Welch Foods Inc.', ""Welch's""]","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Welch Foods Inc.|Welch's,2,,0,0,0,0,0,,
ACDelco,Q288170,"['AC Delco', 'Delco-Moraine', 'Delco Moraine', 'A.C. Delco', 'United Motors Company', 'Delco United', 'United Motors Service', 'United Motors Corporation', 'AC-Delco', 'AC Spark Plug', 'ACDelco']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,AC Delco|Delco-Moraine|Delco Moraine|A.C. Delco|United Motors Company|Delco United|United Motors Service|United Motors Corporation|AC-Delco|AC Spark Plug|ACDelco,11,,0,0,0,0,0,,
Chicago Pneumatic,Q4036103,['Chicago Pneumatic'],"{'subsidiaries': [], 'parent_organizations': ['Q757164'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Chicago Pneumatic,1,,0,0,1,0,0,,
Merrell,Q1921997,['Merrell'],"{'subsidiaries': [], 'parent_organizations': ['Q8030548'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Merrell,1,,0,0,1,0,0,,
RealD,Q3421578,['RealD'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,RealD,1,,0,0,0,0,0,,
NECCHI,Q2611524,"['Necchi S.p.A.', 'Necchi']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Necchi S.p.A.|Necchi,2,,0,0,0,0,0,,
Lamy,Q637707,"['C. Josef Lamy GmbH', 'Lamy']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,C. Josef Lamy GmbH|Lamy,2,,0,0,0,0,0,,
PerformSmart,Q55941922,['PerformSmart'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,PerformSmart,1,,0,0,0,0,0,,
Exinda,Q5420338,['Exinda'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Exinda,1,,0,0,0,0,0,,
Just5,Q4041942,['Just5'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Just5,1,,0,0,0,0,0,,
XpanD,Q1794585,['XpanD 3D'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,XpanD 3D,1,,0,0,0,0,0,,
Novero,Q1030710,['Novero'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Novero,1,,0,0,0,0,0,,
Avanti Products,Q67812081,"['Avanti Products s.r.o.', 'Avanti Products']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Avanti Products s.r.o.|Avanti Products,2,,0,0,0,0,0,,
Uniwide,Q17143446,['Uniwide Sales'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Uniwide Sales,1,,0,0,0,0,0,,
Monster Cable,Q889363,"['Monster Cable', 'Monster Inc.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Monster Cable|Monster Inc.,2,,0,0,0,0,0,,
CX,Q32141,"['CX', 'CPA', 'Cathay', 'Cathay Pacific Airlines', 'Cathay Pacific Airlines Limited', '國泰航空公司', 'Cathay Pacific']","{'subsidiaries': ['Q32436', 'Q10926935', 'Q407311', 'Q97195333', 'Q1365358', 'Q16921687'], 'parent_organizations': ['Q1141162'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",['Hong Kong Airport Services'],found,CX|CPA|Cathay|Cathay Pacific Airlines|Cathay Pacific Airlines Limited|國泰航空公司|Cathay Pacific,7,Hong Kong Airport Services,1,6,1,0,0,Cathay Dragon|Cathay Pacific Cargo|Air Hong Kong|Cathay Pacific Catering Services|HK Express|Hong Kong Airport Services,Hong Kong Airport Services
