original_name,wikidata_id,aliases,relationships,brands,status,aliases_text,num_aliases,brands_text,num_brands,num_subsidiaries,num_parent_organizations,num_successors,num_predecessors,subsidiary_names,brand_names
ROSHEL,Q112124624,['Roshel'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Roshel,1,,0,0,0,0,0,,
ROTHENBERGER,Q2168655,['Rothenberger'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rothenberger,1,,0,0,0,0,0,,
ROUSH PERFORMANCE,Q7371332,['Roush Performance'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Roush Performance,1,,0,0,0,0,0,,
ROUSSEAU METAL INC.,Q3443439,['Rousseau Metal'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rousseau Metal,1,,0,0,0,0,0,,
ROXTEC,Q3109580,['Roxtec UK'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Roxtec UK,1,,0,0,0,0,0,,
RSA SECURITY INC,Q2061730,"['RSA Security LLC', 'RSA Security, Inc.', 'RSA, a Dell Technologies business', 'RSA']","{'subsidiaries': ['Q6589110'], 'parent_organizations': ['Q27500963'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"RSA Security LLC|RSA Security, Inc.|RSA, a Dell Technologies business|RSA",4,,0,1,1,0,0,Cyota,
RSA,Q2061730,"['RSA Security LLC', 'RSA Security, Inc.', 'RSA, a Dell Technologies business', 'RSA']","{'subsidiaries': ['Q6589110'], 'parent_organizations': ['Q27500963'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"RSA Security LLC|RSA Security, Inc.|RSA, a Dell Technologies business|RSA",4,,0,1,1,0,0,Cyota,
RUBBERMAID COMMERCIAL PRODUCT,Q7375851,['Rubbermaid Commercial Products'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rubbermaid Commercial Products,1,,0,0,0,0,0,,
RUBRIK,Q55632076,"['rubrik.com', 'Rubrik, Inc.', 'Rubrik']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"rubrik.com|Rubrik, Inc.|Rubrik",3,,0,0,0,0,0,,
RUGER,Q1508526,"['Ruger', 'Sturm, Ruger & Co.']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Ruger|Sturm, Ruger & Co.",2,,0,0,0,0,0,,
RUST OLEUM,Q7382384,"['Rustoleum', 'Rust-Oleum']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rustoleum|Rust-Oleum,2,,0,0,0,0,0,,
RUSTOLEUM,Q7382384,"['Rustoleum', 'Rust-Oleum']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rustoleum|Rust-Oleum,2,,0,0,0,0,0,,
RWM,Q2251981,"['Reinigingsdienst Westelijke Mijnstreek', 'RWM NV', 'RWM']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Reinigingsdienst Westelijke Mijnstreek|RWM NV|RWM,3,,0,0,0,0,0,,
Reckitt Benckiser,Q1190881,"['Reckitt Benckiser Group plc', 'Reckitt Benckiser', 'Reckitt Benckiser plc', 'Reckitt']","{'subsidiaries': ['Q30712856', 'Q30712871', 'Q30712887', 'Q125582488', 'Q102544251', 'Q58623147'], 'parent_organizations': [], 'successors': [], 'predecessors': ['Q188187', 'Q2716255'], 'replaces': ['Q18161980'], 'replaced_by': []}",[],found,Reckitt Benckiser Group plc|Reckitt Benckiser|Reckitt Benckiser plc|Reckitt,4,,0,6,0,0,2,"Reckitt Benckiser (Germany)|Reckitt Benckiser (United States)|Reckitt Benckiser (Netherlands)|Reckitt Benckiser (Italy)|Reckitt Benckiser (Slovak Republic), Spol. S R.O.|Reckitt Benckiser (Czech Republic), spol. s r.o.",
Red Kap,Q7304416,['Red Kap'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Red Kap,1,,0,0,0,0,0,,
RedHat,Q485593,"['Red Hat, Inc.', 'RedHat', 'Red Hat Inc.', 'Red Hat, Inc. (Raleigh, NC)', 'Red Hat']","{'subsidiaries': ['Q30338490', 'Q30343837', 'Q55473802', 'Q43804215', 'Q104726619'], 'parent_organizations': ['Q37156'], 'successors': [], 'predecessors': ['Q2074158', 'Q4796296', 'Q354438', 'Q5008093', 'Q7531435', 'Q15984850'], 'replaces': ['Q2074158', 'Q4047778'], 'replaced_by': []}",['Mugshot'],found,"Red Hat, Inc.|RedHat|Red Hat Inc.|Red Hat, Inc. (Raleigh, NC)|Red Hat",5,Mugshot,1,5,1,0,6,Red Hat (United Kingdom)|Red Hat (Israel)|Red Hat Germany|Red Hat Czech|StackRox,Mugshot
Renishaw,Q7313261,"['Renishaw', 'Renishaw plc.', 'Renishaw plc']","{'subsidiaries': ['Q29123779', 'Q30283134'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Renishaw|Renishaw plc.|Renishaw plc,3,,0,2,0,0,0,Renishaw (Ireland)|Renishaw Diagnostics (United Kingdom),
Remco,Q4473494,"['REMCO s.r.o.', 'REMCO']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,REMCO s.r.o.|REMCO,2,,0,0,0,0,0,,
Rochester Midland,Q17110518,['Rochester Midland Corporation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rochester Midland Corporation,1,,0,0,0,0,0,,
Rubbermaid Commercial,Q7375851,['Rubbermaid Commercial Products'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rubbermaid Commercial Products,1,,0,0,0,0,0,,
Rust-Oleum,Q7382384,"['Rustoleum', 'Rust-Oleum']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rustoleum|Rust-Oleum,2,,0,0,0,0,0,,
Rotor Clip,Q116893463,"['Rotor Clip s.r.o.', 'Rotor Clip']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Rotor Clip s.r.o.|Rotor Clip,2,,0,0,0,0,0,,
"S.C. JOHNSON & SON, INC",Q683170,"['S. C. Johnson', 'S. C. Johnson Wax and Johnson Wax', 'SC Johnson', 'S.C. Johnson', 'S. C. Johnson & Son']","{'subsidiaries': ['Q11242719'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q5304634'], 'replaced_by': []}","['Windex', 'Raid', 'Johnson Wax Headquarters', 'Kiwi', 'Glade', 'Mr Muscle', 'Pledge', 'Scrubbing Bubbles', '.afamilycompany']",found,S. C. Johnson|S. C. Johnson Wax and Johnson Wax|SC Johnson|S.C. Johnson|S. C. Johnson & Son,5,Windex|Raid|Johnson Wax Headquarters|Kiwi|Glade|Mr Muscle|Pledge|Scrubbing Bubbles|.afamilycompany,9,1,0,0,0,Q11242719,Windex|Raid|Johnson Wax Headquarters|Kiwi|Glade|Mr Muscle|Pledge|Scrubbing Bubbles|.afamilycompany
"S.C. JOHNSON & SON, INC.",Q683170,"['S. C. Johnson', 'S. C. Johnson Wax and Johnson Wax', 'SC Johnson', 'S.C. Johnson', 'S. C. Johnson & Son']","{'subsidiaries': ['Q11242719'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': ['Q5304634'], 'replaced_by': []}","['Windex', 'Raid', 'Johnson Wax Headquarters', 'Kiwi', 'Glade', 'Mr Muscle', 'Pledge', 'Scrubbing Bubbles', '.afamilycompany']",found,S. C. Johnson|S. C. Johnson Wax and Johnson Wax|SC Johnson|S.C. Johnson|S. C. Johnson & Son,5,Windex|Raid|Johnson Wax Headquarters|Kiwi|Glade|Mr Muscle|Pledge|Scrubbing Bubbles|.afamilycompany,9,1,0,0,0,Q11242719,Windex|Raid|Johnson Wax Headquarters|Kiwi|Glade|Mr Muscle|Pledge|Scrubbing Bubbles|.afamilycompany
SAFETEC,Q121620899,['Safetech Pro'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Safetech Pro,1,,0,0,0,0,0,,
SAFINA,Q130556946,"['SAFINA, a.s.', 'SAFINA']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"SAFINA, a.s.|SAFINA",2,,0,0,0,0,0,,
SAINT GOBAIN PERFORMANCE PLASTICS,Q69780176,"['Saint-Gobain Performance Plastics Isofluor GmbH', 'Saint-Gobain Performance Plastics Isofluor']","{'subsidiaries': [], 'parent_organizations': ['Q678565'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Saint-Gobain Performance Plastics Isofluor GmbH|Saint-Gobain Performance Plastics Isofluor,2,,0,0,1,0,0,,
SAINT GOBAIN ADFORS,Q41567768,"['SAINT-GOBAIN ADFORS CZ', 'SAINT-GOBAIN ADFORS CZ s.r.o.', 'Saint-Gobain Adfors CZ']","{'subsidiaries': [], 'parent_organizations': ['Q678565'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SAINT-GOBAIN ADFORS CZ|SAINT-GOBAIN ADFORS CZ s.r.o.|Saint-Gobain Adfors CZ,3,,0,0,1,0,0,,
SAINT GOBAIN,Q678565,"['Compagnie de Saint-Gobain', 'Groupe Saint-Gobain', 'Saint-Gobain Group', 'Compagnie de Saint-Gobain SA', 'COMPAGNIE DE SAINT-GOBAIN', 'Saint-Gobain']","{'subsidiaries': ['Q1702123', 'Q7400640', 'Q2925743', 'Q21281151', 'Q34416', 'Q28974294', 'Q28974295', 'Q28974296', 'Q28974297', 'Q30338622', 'Q38826872', 'Q55775451', 'Q41567768', 'Q3488264', 'Q69780176', 'Q58197106', 'Q3393350', 'Q104429622'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Isover', 'Lapeyre', 'K par K', 'Q3390797', 'Q3556078', 'Telhanorte']",found,Compagnie de Saint-Gobain|Groupe Saint-Gobain|Saint-Gobain Group|Compagnie de Saint-Gobain SA|COMPAGNIE DE SAINT-GOBAIN|Saint-Gobain,6,Isover|Lapeyre|K par K|Q3390797|Q3556078|Telhanorte,6,18,0,0,0,Saint-Gobain Weber|Saint-Gobain Glass India|BPB plc|Saint-Gobain Glass France|Saint-Gobain Building Distribution Germany|Saint-Gobain (United States)|Saint-Gobain (Germany)|Saint-Gobain (Canada)|Saint-Gobain (United Kingdom)|Saint-Gobain (Norway)|Ceramic Synthesis and Functionalization Laboratory|Saint-Gobain Recherche|Saint-Gobain Adfors CZ|Société Européenne des Produits Réfractaires|Saint-Gobain Performance Plastics Isofluor|Saint-Gobain Construction Products CZ|Saint Gobain Distribution Batiment France|Saint-Gobain Celtniecības Produkti,Isover|Lapeyre|K par K|Q3390797|Q3556078|Telhanorte
SAINT-GOBAIN,Q678565,"['Compagnie de Saint-Gobain', 'Groupe Saint-Gobain', 'Saint-Gobain Group', 'Compagnie de Saint-Gobain SA', 'COMPAGNIE DE SAINT-GOBAIN', 'Saint-Gobain']","{'subsidiaries': ['Q1702123', 'Q7400640', 'Q2925743', 'Q21281151', 'Q34416', 'Q28974294', 'Q28974295', 'Q28974296', 'Q28974297', 'Q30338622', 'Q38826872', 'Q55775451', 'Q41567768', 'Q3488264', 'Q69780176', 'Q58197106', 'Q3393350', 'Q104429622'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Isover', 'Lapeyre', 'K par K', 'Q3390797', 'Q3556078', 'Telhanorte']",found,Compagnie de Saint-Gobain|Groupe Saint-Gobain|Saint-Gobain Group|Compagnie de Saint-Gobain SA|COMPAGNIE DE SAINT-GOBAIN|Saint-Gobain,6,Isover|Lapeyre|K par K|Q3390797|Q3556078|Telhanorte,6,18,0,0,0,Saint-Gobain Weber|Saint-Gobain Glass India|BPB plc|Saint-Gobain Glass France|Saint-Gobain Building Distribution Germany|Saint-Gobain (United States)|Saint-Gobain (Germany)|Saint-Gobain (Canada)|Saint-Gobain (United Kingdom)|Saint-Gobain (Norway)|Ceramic Synthesis and Functionalization Laboratory|Saint-Gobain Recherche|Saint-Gobain Adfors CZ|Société Européenne des Produits Réfractaires|Saint-Gobain Performance Plastics Isofluor|Saint-Gobain Construction Products CZ|Saint Gobain Distribution Batiment France|Saint-Gobain Celtniecības Produkti,Isover|Lapeyre|K par K|Q3390797|Q3556078|Telhanorte
SALVAGEDATA RECOVERY,Q7406550,"['SalvageData Recovery Services', 'SalvageData']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SalvageData Recovery Services|SalvageData,2,,0,0,0,0,0,,
SALESFORCE.COM,Q941127,"['Salesforce.com, Inc.', 'SFDC', 'salesforce.com', 'Salesforce']","{'subsidiaries': ['Q5419210', 'Q2350702', 'Q60675300', 'Q7673435', 'Q5132401', 'Q6933868', 'Q20539341', 'Q5255058', 'Q7808625', 'Q16889191'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Slack', 'Tableau Software, Inc.', 'MuleSoft', 'Stack Exchange', 'Salesforce Marketing Cloud', 'AppExchange', 'Demandware']",found,"Salesforce.com, Inc.|SFDC|salesforce.com|Salesforce",4,"Slack|Tableau Software, Inc.|MuleSoft|Stack Exchange|Salesforce Marketing Cloud|AppExchange|Demandware",7,10,0,0,0,"Salesforce Marketing Cloud|Heroku|Krux|Tableau Software, Inc.|ClickSoftware Technologies|MuleSoft|Quip|Demandware|Slack Technologies|VLocity","Slack|Tableau Software, Inc.|MuleSoft|Stack Exchange|Salesforce Marketing Cloud|AppExchange|Demandware"
SAMSARA INC.,Q108770716,"['Samsara Inc.', 'Samsara']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Samsara Inc.|Samsara,2,,0,0,0,0,0,,
SAMSONITE,Q1203426,"['Samsonite International S.A.', 'Samsonite']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Samsonite International S.A.|Samsonite,2,,0,0,0,0,0,,
SAMSUNG COMMERCIAL,Q16258311,['Samsung Commercial Vehicles'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Samsung Commercial Vehicles,1,,0,0,0,0,0,,
SAMSUNG ELECTRONICS,Q20718,"['Samsung Electronics Co., Ltd', 'Samsung Electric Industries', 'Samsung Electronics Co.', 'Samsung Electronics Ltd', 'Samsung', 'SΛMSUNG', 'Samsung Electronics Co., Ltd.', 'Samsung Electronics Co., Ltd. (Suwon-si)', 'Samsung Semiconductor', 'Samsung Electronics']","{'subsidiaries': ['Q21121070', 'Q21121072', 'Q21121088', 'Q6715307', 'Q21175467', 'Q1585599', 'Q58172255', 'Q102544902', 'Q6297698', 'Q5207720', 'Q18378737', 'Q16166104', 'Q113084996', 'Q124952183'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Samsung Biologics', 'Samsung SDS', 'Samsung SDI', 'Samsung Electro-Mechanics', 'Cheil Worldwide', 'Tomen Devices', 'Samsung (China) Semiconductor', 'Samsung Electronics Benelux B.V.']",found,"Samsung Electronics Co., Ltd|Samsung Electric Industries|Samsung Electronics Co.|Samsung Electronics Ltd|Samsung|SΛMSUNG|Samsung Electronics Co., Ltd.|Samsung Electronics Co., Ltd. (Suwon-si)|Samsung Semiconductor|Samsung Electronics",10,Samsung Biologics|Samsung SDS|Samsung SDI|Samsung Electro-Mechanics|Cheil Worldwide|Tomen Devices|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.,8,14,0,0,0,Samsung Electronics Limited|Samsung Electronics Holding|Samsung Electronics America|Samsung Medison|Samsung Mobile Display|Harman International Industries|Samsung Electronics Czech and Slovak|Samsung Electronics Slovakia|Joyent|Dacor|SmartThings|Samsung Display|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.,Samsung Biologics|Samsung SDS|Samsung SDI|Samsung Electro-Mechanics|Cheil Worldwide|Tomen Devices|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.
SAMSUNG ELECTRONICS CO.,Q20718,"['Samsung Electronics Co., Ltd', 'Samsung Electric Industries', 'Samsung Electronics Co.', 'Samsung Electronics Ltd', 'Samsung', 'SΛMSUNG', 'Samsung Electronics Co., Ltd.', 'Samsung Electronics Co., Ltd. (Suwon-si)', 'Samsung Semiconductor', 'Samsung Electronics']","{'subsidiaries': ['Q21121070', 'Q21121072', 'Q21121088', 'Q6715307', 'Q21175467', 'Q1585599', 'Q58172255', 'Q102544902', 'Q6297698', 'Q5207720', 'Q18378737', 'Q16166104', 'Q113084996', 'Q124952183'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Samsung Biologics', 'Samsung SDS', 'Samsung SDI', 'Samsung Electro-Mechanics', 'Cheil Worldwide', 'Tomen Devices', 'Samsung (China) Semiconductor', 'Samsung Electronics Benelux B.V.']",found,"Samsung Electronics Co., Ltd|Samsung Electric Industries|Samsung Electronics Co.|Samsung Electronics Ltd|Samsung|SΛMSUNG|Samsung Electronics Co., Ltd.|Samsung Electronics Co., Ltd. (Suwon-si)|Samsung Semiconductor|Samsung Electronics",10,Samsung Biologics|Samsung SDS|Samsung SDI|Samsung Electro-Mechanics|Cheil Worldwide|Tomen Devices|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.,8,14,0,0,0,Samsung Electronics Limited|Samsung Electronics Holding|Samsung Electronics America|Samsung Medison|Samsung Mobile Display|Harman International Industries|Samsung Electronics Czech and Slovak|Samsung Electronics Slovakia|Joyent|Dacor|SmartThings|Samsung Display|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.,Samsung Biologics|Samsung SDS|Samsung SDI|Samsung Electro-Mechanics|Cheil Worldwide|Tomen Devices|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.
"SAMSUNG ELECTRONICS CO., LTD.",Q20718,"['Samsung Electronics Co., Ltd', 'Samsung Electric Industries', 'Samsung Electronics Co.', 'Samsung Electronics Ltd', 'Samsung', 'SΛMSUNG', 'Samsung Electronics Co., Ltd.', 'Samsung Electronics Co., Ltd. (Suwon-si)', 'Samsung Semiconductor', 'Samsung Electronics']","{'subsidiaries': ['Q21121070', 'Q21121072', 'Q21121088', 'Q6715307', 'Q21175467', 'Q1585599', 'Q58172255', 'Q102544902', 'Q6297698', 'Q5207720', 'Q18378737', 'Q16166104', 'Q113084996', 'Q124952183'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Samsung Biologics', 'Samsung SDS', 'Samsung SDI', 'Samsung Electro-Mechanics', 'Cheil Worldwide', 'Tomen Devices', 'Samsung (China) Semiconductor', 'Samsung Electronics Benelux B.V.']",found,"Samsung Electronics Co., Ltd|Samsung Electric Industries|Samsung Electronics Co.|Samsung Electronics Ltd|Samsung|SΛMSUNG|Samsung Electronics Co., Ltd.|Samsung Electronics Co., Ltd. (Suwon-si)|Samsung Semiconductor|Samsung Electronics",10,Samsung Biologics|Samsung SDS|Samsung SDI|Samsung Electro-Mechanics|Cheil Worldwide|Tomen Devices|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.,8,14,0,0,0,Samsung Electronics Limited|Samsung Electronics Holding|Samsung Electronics America|Samsung Medison|Samsung Mobile Display|Harman International Industries|Samsung Electronics Czech and Slovak|Samsung Electronics Slovakia|Joyent|Dacor|SmartThings|Samsung Display|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.,Samsung Biologics|Samsung SDS|Samsung SDI|Samsung Electro-Mechanics|Cheil Worldwide|Tomen Devices|Samsung (China) Semiconductor|Samsung Electronics Benelux B.V.
SANFORD L.P.,Q2221566,"['Formerly, Sanford LP', 'Newell Custom Writing Instruments']","{'subsidiaries': ['Q724530', 'Q3362807', 'Q546004', 'Q998257'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"Formerly, Sanford LP|Newell Custom Writing Instruments",2,,0,4,0,0,0,Sharpie|Paper Mate|Parker Pen Company|Waterman,
SANYO,Q49203,"['SANYO Electric Co., Ltd.', 'Sanyo', 'Sanyo Electric Co., Ltd.']","{'subsidiaries': [], 'parent_organizations': ['Q53247'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Solar Ark', 'Xacti']",found,"SANYO Electric Co., Ltd.|Sanyo|Sanyo Electric Co., Ltd.",3,Solar Ark|Xacti,2,0,1,0,0,,Solar Ark|Xacti
SARGENT & GREENLEAF,Q7423934,"['S&G', 'Sargent and Greenleaf, Inc.', 'Sargent and Greenleaf', 'Sargent & Greenleaf']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"S&G|Sargent and Greenleaf, Inc.|Sargent and Greenleaf|Sargent & Greenleaf",4,,0,0,0,0,0,,
SAS INSTITUTE,Q1473820,"['SAS Institute, Inc.', 'SAS', 'SAS Institute']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,"SAS Institute, Inc.|SAS|SAS Institute",3,,0,0,0,0,0,,
SAS,Q187854,"['SAS', 'Scandinavian Airlines System', 'Scandinavian Airlines, SAS', 'SAS Scandinavian Airlines', 'SK', 'Scandinavian Airlines System Denmark-Norway-Sweden', 'Scandinavian Airlines']","{'subsidiaries': ['Q118724942', 'Q47526961'], 'parent_organizations': ['Q1345441'], 'successors': [], 'predecessors': [], 'replaces': ['Q3366527', 'Q645830', 'Q4574402'], 'replaced_by': []}",[],found,"SAS|Scandinavian Airlines System|Scandinavian Airlines, SAS|SAS Scandinavian Airlines|SK|Scandinavian Airlines System Denmark-Norway-Sweden|Scandinavian Airlines",7,,0,2,1,0,0,SAS Link|Scandinavian Airlines Connect,
SASA-SOFTWARE,Q134836681,['Sasa Software'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Sasa Software,1,,0,0,0,0,0,,
SB TACTICAL,Q95976556,['SB Tactical'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SB Tactical,1,,0,0,0,0,0,,
SB-TACTICAL,Q95976556,['SB Tactical'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SB Tactical,1,,0,0,0,0,0,,
SCANTRON,Q12859618,['Scantron Corporation'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scantron Corporation,1,,0,0,0,0,0,,
SCARPA,Q3943471,"['SCARPA', 'S.C.A.R.P.A.', 'Società Calzaturieri Asolani Riuniti Pedemontana Anonima', 'Scarpa']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,SCARPA|S.C.A.R.P.A.|Società Calzaturieri Asolani Riuniti Pedemontana Anonima|Scarpa,4,,0,0,0,0,0,,
SCHOLASTIC,Q1155729,"['Scholastic', 'Scholastic Entertainment', 'Scholastic Corporation (United States)', 'SCHL', 'Scholastic Corporation']","{'subsidiaries': ['Q7989485', 'Q4797762', 'Q4646438'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scholastic|Scholastic Entertainment|Scholastic Corporation (United States)|SCHL|Scholastic Corporation,5,,0,3,0,0,0,Weston Woods Studios|Arthur A. Levine Books|9 Story Media Group,
SCHOLASTIC INC.,Q1155729,"['Scholastic', 'Scholastic Entertainment', 'Scholastic Corporation (United States)', 'SCHL', 'Scholastic Corporation']","{'subsidiaries': ['Q7989485', 'Q4797762', 'Q4646438'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scholastic|Scholastic Entertainment|Scholastic Corporation (United States)|SCHL|Scholastic Corporation,5,,0,3,0,0,0,Weston Woods Studios|Arthur A. Levine Books|9 Story Media Group,
SCIENTIFIC ANGLERS,Q17139781,['Scientific Anglers'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scientific Anglers,1,,0,0,0,0,0,,
SCIENTIFIC TECHNOLOGIES CORPORATION,Q64142493,"['STC', 'Scientific Technologies Corporation (United States)']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,STC|Scientific Technologies Corporation (United States),2,,0,0,0,0,0,,
SCM MICROSYSTEMS,Q115921723,"['Identive Group', 'SCM Microsystems', 'Identiv']","{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Identive Group|SCM Microsystems|Identiv,3,,0,0,0,0,0,,
SCOTCH BRITE,Q159433,"['Minnesota Mining and Manufacturing', 'Minnesota Mining & Mfg. Co.', '3M corporation', '3M']","{'subsidiaries': ['Q21167972', 'Q28974623', 'Q28974625', 'Q30284639', 'Q30289694', 'Q30256766'], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}","['Post-it Note', 'scotch tape']",found,Minnesota Mining and Manufacturing|Minnesota Mining & Mfg. Co.|3M corporation|3M,4,Post-it Note|scotch tape,2,6,0,0,0,3M Innovative Properties|3M (Canada)|3M (Israel)|3M (France)|3M (United Kingdom)|3M (Germany),Post-it Note|scotch tape
SCOTT SAFETY,Q29097689,['Scott Safety'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scott Safety,1,,0,0,0,0,0,,
SCOTTS LAWNS,Q7438162,['Scotts LawnService'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scotts LawnService,1,,0,0,0,0,0,,
SCUBA PRO,Q30267620,['Scuba Probe Technologies (United states)'],"{'subsidiaries': [], 'parent_organizations': [], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scuba Probe Technologies (United states),1,,0,0,0,0,0,,
SCUBAPRO,Q2261685,['Scubapro'],"{'subsidiaries': [], 'parent_organizations': ['Q19654979'], 'successors': [], 'predecessors': [], 'replaces': [], 'replaced_by': []}",[],found,Scubapro,1,,0,0,1,0,0,,
